stock_code,company_name_x,risk_score,leverage_z,operating_asset_ratio_z,operating_liability_ratio_z,ocf_growth_z,cash_to_debt_z,gross_margin_z,net_profit_ratio_z,operating_profit_ratio_z,profit_to_total_profit_z,cash_profit_ratio_z,cashflow_to_debt_z,ocf_ratio_z
300956,英力股份,40.021,24.631,46.745,48.815,39.374,99.817,0.377,1.064,1.294,1.883,64.105,68.351,83.798
300864,南大环境,35.075,12.004,17.22,37.606,39.543,98.49,0.344,1.03,1.254,1.882,63.687,64.403,83.433
300783,三只松鼠,40.135,24.547,40.573,57.882,39.573,99.673,0.374,1.056,1.284,1.888,63.609,67.366,83.789
300727,润禾材料,34.328,19.706,26.623,9.592,39.438,98.742,0.365,1.05,1.278,1.882,63.546,65.973,83.741
300721,怡达股份,34.89,23.56,17.814,17.299,39.389,99.642,0.383,1.063,1.296,1.896,64.02,68.515,83.801
300678,中科信息,38.202,13.823,36.87,52.928,39.463,96.192,0.371,1.051,1.28,1.881,63.642,67.13,83.798
300563,神宇股份,36.667,7.583,32.901,42.242,39.596,96.454,0.368,1.05,1.279,1.881,63.884,68.966,83.803
300548,长芯博创,35.38,14.803,26.368,27.288,39.431,96.812,0.37,1.053,1.279,1.888,63.694,67.785,83.792
300517,海波重科,39.165,15.517,54.715,38.315,39.521,99.388,0.367,1.058,1.288,1.877,64.689,69.426,83.814
300516,久之洋,40.241,10.607,45.646,66.415,39.468,97.816,0.36,1.044,1.275,1.876,63.999,70.583,83.806
300508,维宏股份,33.278,8.987,11.68,27.537,39.642,99.295,0.365,1.047,1.277,1.877,63.343,60.523,83.757
300481,濮阳惠成,32.171,5.361,18.343,19.423,39.377,94.787,0.352,1.035,1.261,1.881,63.617,56.852,83.76
300458,全志科技,33.844,6.661,15.783,38.412,39.464,90.45,0.376,1.058,1.289,1.867,62.446,64.515,83.801
300445,康斯特,31.909,3.687,21.934,14.568,39.551,94.255,0.347,1.03,1.256,1.881,63.688,56.937,83.771
300443,金雷股份,34.425,5.026,23.104,35.989,39.9,94.024,0.343,1.029,1.255,1.881,63.708,63.042,83.801
300433,蓝思科技,36.398,17.723,23.417,40.682,39.401,98.971,0.369,1.052,1.281,1.88,63.338,64.906,83.754
300374,中铁装配,40.127,33.37,37.705,49.052,41.026,99.657,0.393,1.077,1.308,1.881,63.974,68.289,83.797
300347,泰格医药,30.905,7.353,4.91,5.401,39.51,95.704,0.34,1.019,1.24,1.884,63.775,65.946,83.784
300319,麦捷科技,36.539,12.202,25.165,45.272,39.54,99.089,0.361,1.047,1.275,1.882,63.59,65.401,83.638
300289,利德曼,31.532,2.381,13.931,28.482,39.451,87.216,0.362,1.055,1.282,1.891,62.389,56.148,83.799
300281,金明精机,33.749,6.087,23.672,16.971,39.539,99.671,0.375,1.058,1.289,1.856,63.26,67.421,83.786
300277,海联讯,34.147,11.5,23.733,17.985,39.768,98.759,0.373,1.053,1.276,1.894,63.308,66.326,83.792
300233,金城医药,35.109,15.931,21.28,29.614,39.603,98.548,0.366,1.053,1.281,1.885,63.212,64.77,83.767
300200,高盟新材,34.587,10.665,20.214,26.734,39.42,98.94,0.361,1.11,1.339,1.877,63.916,66.691,83.777
300179,四方达,33.506,7.995,23.467,18.911,39.579,98.039,0.348,1.022,1.252,1.877,63.661,62.128,83.795
300121,阳谷华泰,35.393,11.887,34.761,22.526,39.497,98.662,0.359,1.047,1.274,1.885,63.689,65.344,83.791
300102,乾照光电,34.597,16.332,22.743,19.46,39.396,99.169,0.379,1.058,1.29,1.797,62.383,67.359,83.798
300047,天源迪科,37.736,21.993,66.358,3.53,39.545,99.74,0.374,1.06,1.288,1.904,64.203,68.992,83.841
300009,安科生物,32.849,8.727,18.005,21.879,37.804,99.227,0.328,1.016,1.242,1.88,63.678,56.692,83.712
3038,鑫铂股份,36.248,29.121,33.316,11.264,39.713,98.635,0.369,1.054,1.284,1.88,64.243,70.289,83.807
3028,振邦智能,35.38,12.28,22.296,41.38,39.454,95.839,0.347,1.035,1.262,1.881,63.577,61.427,83.784
3022,联泓新科,32.86,24.25,5.651,6.51,39.279,99.177,0.372,1.051,1.279,1.882,63.532,67.561,83.78
2972,科安达,37.136,4.185,48.69,36.018,39.467,93.326,0.352,1.022,1.25,1.88,63.968,71.669,83.804
2967,广电计量,34.313,17.516,24.562,14.981,39.574,98.158,0.362,1.05,1.28,1.879,63.309,65.301,83.78
2936,郑州银行,33.497,41.602,0.0,0.0,39.549,100.0,0.358,1.04,1.271,1.875,63.719,68.755,83.796
2912,中新赛克,33.767,9.437,24.664,18.008,39.376,95.244,0.37,1.034,1.264,1.877,63.739,66.388,83.8
2870,香山股份,37.052,29.904,30.687,27.068,39.414,99.589,0.366,1.056,1.281,1.897,62.96,66.63,83.774
2801,微光股份,37.827,7.011,21.583,81.262,39.537,94.967,0.339,1.046,1.275,1.879,63.5,57.725,83.795
2791,坚朗五金,40.574,20.369,56.43,52.267,39.29,99.192,0.367,1.054,1.282,1.885,63.606,67.353,83.796
2765,蓝黛科技,37.504,23.691,36.764,30.513,39.435,99.238,0.375,1.08,1.311,1.879,63.949,68.03,83.779
2715,登云股份,36.496,26.896,37.443,15.194,39.569,99.678,0.366,1.054,1.281,1.887,63.394,67.413,83.781
2690,美亚光电,35.752,8.2,32.54,47.806,39.438,93.545,0.331,1.014,1.239,1.882,63.716,55.673,83.637
2683,广东宏大,35.621,22.924,17.867,29.788,39.468,98.923,0.362,1.051,1.276,1.891,63.531,66.599,83.778
2678,珠江钢琴,35.561,7.618,32.547,15.989,39.438,95.773,0.384,1.06,1.289,1.874,73.227,73.723,83.809
2660,茂硕电源,39.133,12.553,36.084,61.274,39.423,96.361,0.367,1.052,1.282,1.876,64.112,71.404,83.807
2658,雪迪龙,35.348,6.325,38.493,32.397,39.404,95.286,0.359,1.04,1.268,1.881,63.6,60.321,83.798
2635,安洁科技,37.771,11.889,26.847,60.094,39.416,99.102,0.366,1.05,1.279,1.878,63.419,64.14,83.771
2478,常宝股份,34.499,13.48,30.289,14.61,39.469,97.864,0.356,1.043,1.271,1.882,63.765,66.164,83.79
2461,珠江啤酒,32.774,13.496,14.28,12.328,39.597,95.206,0.358,1.043,1.27,1.883,63.645,66.427,83.754
2458,益生股份,33.302,13.557,7.87,24.776,40.487,98.649,0.347,1.035,1.265,1.877,63.551,62.419,83.791
2430,杭氧股份,34.856,24.91,20.896,15.774,39.432,99.192,0.361,1.047,1.272,1.887,63.521,66.252,83.724
2428,云南锗业,35.641,18.611,32.681,10.67,39.368,99.801,0.383,1.059,1.289,1.835,67.593,70.577,83.822
2404,嘉欣丝绸,36.415,17.651,35.247,26.941,39.424,98.085,0.368,1.053,1.28,1.886,63.76,67.502,83.788
2400,省广集团,41.012,23.859,46.308,63.772,39.622,99.048,0.375,1.059,1.288,1.884,63.364,67.767,83.8
2367,康力电梯,37.151,23.95,40.091,26.056,39.481,98.342,0.362,1.05,1.278,1.881,63.475,66.056,83.793
2290,禾盛新材,38.241,27.038,53.756,21.778,39.72,98.973,0.37,1.055,1.284,1.882,63.372,65.882,83.786
2283,天润工业,36.141,12.063,36.771,31.614,39.444,98.477,0.361,1.046,1.274,1.88,63.465,63.688,83.604
2258,利尔化学,35.248,18.215,23.463,23.887,39.489,99.271,0.359,1.049,1.273,1.889,63.603,66.797,83.681
2251,步步高,34.782,39.454,2.711,13.743,39.579,99.877,0.424,1.151,1.364,1.877,63.749,69.627,83.825
2242,九阳股份,37.576,24.339,23.38,47.028,39.625,98.216,0.372,1.054,1.283,1.881,63.532,66.4,83.797
2166,莱茵生物,36.932,13.44,37.317,33.559,39.397,99.722,0.368,1.052,1.278,1.888,63.628,67.732,83.801
2139,拓邦股份,38.487,19.161,41.458,46.107,39.559,99.025,0.367,1.052,1.281,1.878,63.379,64.855,83.727
2114,罗平锌电,34.252,25.757,9.236,18.319,39.564,99.306,0.395,1.081,1.31,1.876,64.09,66.362,83.726
2053,云南能投,34.098,24.487,9.272,17.358,39.428,99.229,0.355,1.036,1.265,1.877,63.538,67.539,83.79
2032,苏泊尔,39.541,22.996,44.342,53.303,38.502,98.403,0.36,1.045,1.271,1.884,63.711,64.879,83.79
1367,海森药业,31.572,2.349,17.861,40.321,40.073,68.823,0.332,1.021,1.244,1.882,63.74,57.414,83.802
1333,光华股份,36.004,12.997,39.703,18.499,39.416,97.338,0.366,1.05,1.279,1.88,64.115,71.604,83.805
993,闽东电力,34.409,11.214,16.648,26.756,39.4,98.927,0.347,1.037,1.259,1.887,63.824,67.81,83.796
989,九芝堂,33.886,11.219,29.889,7.679,39.367,98.527,0.362,1.045,1.273,1.883,63.81,67.776,83.801
969,安泰科技,36.754,18.364,34.262,32.106,39.801,98.169,0.371,1.056,1.283,1.889,63.325,66.629,83.796
951,中国重汽,38.383,25.916,29.582,48.188,39.431,98.037,0.369,1.057,1.284,1.892,63.533,67.513,83.791
949,新乡化纤,35.87,24.516,23.157,21.462,39.531,99.4,0.376,1.061,1.29,2.013,66.211,67.674,83.747
920,沃顿科技,35.567,9.422,17.712,46.814,39.398,96.805,0.364,1.046,1.275,1.879,63.687,64.601,83.799
910,大亚圣象,39.556,12.149,45.01,63.626,39.46,96.947,0.368,1.053,1.281,1.884,63.529,65.59,83.774
880,潍柴重机,37.997,29.004,18.033,52.39,39.51,98.167,0.374,1.054,1.284,1.874,63.392,67.084,83.796
833,粤桂股份,32.727,16.435,13.094,8.429,39.449,97.774,0.372,1.057,1.285,1.891,62.859,66.323,83.76
816,智慧农业,34.819,11.733,14.146,32.705,39.456,99.063,0.38,1.068,1.297,1.871,63.956,68.353,83.801
782,恒申新材,35.271,28.382,20.368,12.854,39.396,99.176,0.381,1.068,1.298,1.88,63.391,71.185,83.874
599,青岛双星,35.836,35.711,20.875,13.621,39.524,99.408,0.388,1.066,1.297,1.884,64.151,68.321,83.781
590,古汉医药,33.669,16.233,14.95,12.741,39.295,98.642,0.372,1.051,1.283,1.883,64.076,69.691,83.806
401,金隅冀东,34.07,21.732,9.81,18.397,39.536,99.349,0.388,1.068,1.3,1.885,64.224,67.479,83.679
338,潍柴动力,36.573,29.949,20.944,30.728,39.618,98.732,0.368,1.054,1.281,1.889,63.343,67.189,83.783
159,国际实业,35.567,15.082,36.285,15.042,39.573,99.226,0.373,1.058,1.287,1.884,63.964,69.22,83.804
58,深赛格,37.08,23.988,40.266,23.573,39.625,98.772,0.372,1.053,1.283,1.896,63.176,67.162,83.79
45,深纺织A,35.904,11.814,31.266,30.187,39.405,99.071,0.366,1.057,1.283,1.894,63.468,67.239,83.8
39,中集集团,36.585,27.053,29.571,23.539,39.903,99.336,0.372,1.06,1.287,1.909,62.757,68.433,83.799
25,特力A,34.131,12.17,13.128,23.586,39.377,99.009,0.372,1.051,1.278,1.886,63.962,69.948,83.804
688589,力合微,32.969,13.163,19.174,17.476,39.614,93.763,0.351,1.033,1.259,1.881,63.43,60.684,83.8
688252,天德钰,34.233,5.206,14.363,66.803,39.375,81.744,0.364,1.046,1.276,1.878,63.279,51.671,83.796
688233,神工股份,31.861,2.092,11.656,37.04,39.448,79.356,0.442,1.137,1.391,1.886,64.081,60.034,83.77
688161,威高骨科,34.646,10.312,23.507,27.8,39.145,95.394,0.364,1.047,1.275,1.883,63.689,67.529,83.802
605198,安德利,37.933,0.613,45.015,64.577,39.649,79.597,0.338,1.017,1.245,1.878,63.894,73.575,83.803
603955,大千生态,35.783,18.146,23.954,28.369,39.487,99.092,0.392,1.158,1.344,1.844,64.079,67.74,83.798
603606,东方电缆,37.14,18.154,51.539,21.019,39.445,98.51,0.352,1.04,1.267,1.882,63.666,65.253,83.558
603518,锦泓集团,35.056,17.803,26.901,21.947,39.585,99.288,0.363,1.051,1.277,1.887,63.328,63.483,83.76
603368,柳药集团,40.85,29.334,71.775,30.72,39.542,99.273,0.369,1.054,1.283,1.884,63.752,68.205,83.013
603166,福达股份,34.095,14.254,23.699,13.718,39.516,99.589,0.365,1.049,1.278,1.878,63.536,66.465,83.788
601998,中信银行,33.512,41.833,0.0,0.0,39.388,100.0,0.323,1.012,1.236,1.881,63.876,68.794,83.803
601988,中国银行,33.432,41.654,0.0,0.0,39.626,100.0,0.307,1.005,1.22,1.885,63.261,68.437,83.791
601628,中国人寿,33.405,42.827,0.0,0.0,39.457,99.914,0.357,1.041,1.271,1.878,62.567,67.857,83.686
601616,广电电气,33.878,5.15,18.165,38.217,39.445,90.879,0.37,1.058,1.282,1.902,62.197,64.092,83.781
601601,中国太保,33.235,40.298,0.0,0.0,39.318,99.954,0.362,1.048,1.275,1.883,62.993,67.934,83.76
601600,中国铝业,34.021,23.904,14.392,13.791,39.57,99.434,0.367,1.056,1.28,1.898,63.17,65.696,83.698
601588,北辰实业,39.021,32.778,63.101,16.508,39.543,99.298,0.366,1.06,1.287,1.908,60.326,68.352,83.729
601456,国联民生,33.303,35.944,1.657,1.33,39.852,99.569,0.336,1.026,1.249,1.884,64.059,68.926,83.805
601368,绿城水务,34.656,35.323,9.541,12.409,39.483,99.858,0.369,1.056,1.284,1.884,62.55,68.353,83.762
601061,中信金属,37.662,25.652,38.544,28.01,39.639,99.293,0.375,1.058,1.288,1.882,63.836,68.566,83.802
600879,航天电子,40.965,21.962,67.296,41.512,39.435,99.371,0.371,1.056,1.285,1.882,64.212,69.371,83.82
600828,茂业商业,33.497,28.031,6.631,11.559,39.539,99.894,0.367,1.058,1.286,1.889,60.64,67.806,83.259
600803,新奥股份,33.855,25.407,7.401,15.938,39.812,99.336,0.365,1.053,1.274,1.897,63.536,66.452,83.792
600801,华新建材,34.576,23.104,9.447,25.013,39.51,99.5,0.359,1.048,1.271,1.891,63.481,66.517,83.772
600602,云赛智联,36.486,17.309,32.54,33.921,39.333,96.067,0.373,1.055,1.283,1.886,63.457,66.82,83.793
600499,科达制造,35.343,18.681,26.13,21.003,39.433,98.901,0.363,1.028,1.252,1.885,63.813,67.839,83.79
600488,津药药业,35.42,17.234,21.35,32.297,39.453,99.089,0.369,1.056,1.283,1.888,62.709,64.554,83.751
600449,宁夏建材,37.886,14.513,21.814,62.153,39.23,99.085,0.373,1.056,1.285,1.886,63.41,66.038,83.789
600415,小商品城,33.292,22.909,5.766,12.186,39.565,99.522,0.352,1.025,1.249,1.883,63.754,67.504,83.79
600377,宁沪高速,32.683,21.469,5.61,8.142,39.427,99.931,0.336,1.017,1.234,1.885,63.582,66.262,83.299
600375,汉马科技,39.783,50.028,35.245,31.641,39.528,99.596,0.402,1.098,1.331,1.877,63.85,68.986,83.81
600328,中盐化工,34.681,12.895,6.359,41.494,39.428,99.037,0.354,1.049,1.27,1.894,63.635,64.97,83.78
600030,中信证券,35.129,36.842,5.304,19.019,39.427,99.223,0.312,1.011,1.225,1.886,64.234,69.24,83.827
600029,南方航空,34.001,37.794,1.794,8.682,39.21,99.883,0.382,1.064,1.292,1.82,65.533,66.775,83.779
600026,中远海能,32.178,21.601,2.684,5.565,39.544,99.509,0.349,1.038,1.259,1.888,63.412,65.522,83.764
301526,国际复材,34.665,26.329,20.407,10.243,39.613,99.05,0.368,1.049,1.277,1.882,63.698,68.265,83.8
301066,万事利,39.185,13.137,29.805,76.103,39.559,96.78,0.368,1.053,1.282,1.881,63.267,63.224,83.759
300908,仲景食品,35.524,4.519,19.208,65.928,39.431,89.845,0.348,1.034,1.26,1.882,63.645,55.388,83.795
300824,北鼎股份,32.48,10.044,15.22,17.893,38.811,95.517,0.366,1.044,1.273,1.881,63.514,60.401,83.798
300759,康龙化成,33.019,22.389,13.953,3.526,39.7,98.647,0.354,1.04,1.266,1.882,63.574,66.103,83.799
300711,广哈通信,37.522,13.186,46.777,36.573,39.483,95.488,0.36,1.04,1.271,1.878,63.733,66.687,83.792
300465,高伟达,38.102,23.07,68.507,8.602,39.565,98.678,0.375,1.057,1.287,1.879,63.317,67.096,83.787
300453,三鑫医疗,34.241,15.107,15.984,27.009,39.372,99.039,0.351,1.037,1.261,1.884,63.587,62.486,83.779
3816,中国广核,33.715,27.12,8.855,10.618,39.561,99.809,0.344,1.041,1.253,1.895,63.336,67.079,83.669
3033,征和工业,36.313,21.607,30.819,26.431,39.554,99.04,0.367,1.05,1.279,1.879,63.626,66.823,83.281
2948,青岛银行,33.525,42.551,0.0,0.0,39.549,100.0,0.33,1.018,1.243,1.881,63.376,68.562,83.787
2749,国光股份,32.22,11.37,16.494,11.243,39.591,94.584,0.348,1.036,1.26,1.884,63.644,61.392,83.792
2592,ST八菱,37.462,11.837,20.266,59.392,39.538,98.505,0.375,1.031,1.263,1.874,63.836,67.832,83.791
2469,三维化学,34.552,7.457,17.299,45.635,39.552,94.542,0.359,1.045,1.271,1.884,63.562,58.259,83.756
2466,天齐锂业,31.604,11.217,11.572,13.781,39.428,98.472,0.253,1.033,1.156,1.907,63.333,53.344,83.755
2243,力合科创,35.849,20.895,36.514,12.544,39.06,99.4,0.384,1.041,1.271,1.877,64.042,69.355,83.807
2241,歌尔股份,38.694,25.753,35.734,47.158,39.513,98.943,0.375,1.059,1.289,1.863,62.57,66.295,83.781
2237,恒邦股份,37.228,26.147,48.262,14.258,39.541,98.856,0.375,1.059,1.289,1.88,63.525,67.743,83.796
2151,北斗星通,35.587,5.476,26.099,35.588,39.554,95.769,0.391,1.054,1.293,1.985,64.104,71.919,83.81
2050,三花智控,37.349,19.305,36.921,36.441,39.666,98.559,0.355,1.043,1.269,1.884,63.652,65.31,83.788
1368,通达创智,36.668,6.388,17.863,67.725,39.874,93.814,0.358,1.041,1.269,1.881,63.652,62.351,83.801
1358,兴欣新材,31.748,3.567,11.226,34.669,40.201,79.664,0.341,1.027,1.253,1.88,63.736,59.614,83.802
1299,美能能源,31.123,10.858,2.181,9.212,39.477,93.618,0.358,1.039,1.267,1.883,63.679,66.105,83.801
1258,立新能源,34.856,31.39,20.232,8.114,39.384,99.797,0.325,1.04,1.267,1.882,63.225,67.817,83.798
990,诚志股份,32.218,12.306,8.812,9.602,39.656,98.999,0.369,1.058,1.286,1.896,62.512,66.327,83.794
905,厦门港务,36.951,23.728,35.411,24.4,39.531,99.894,0.376,1.059,1.288,1.893,63.694,68.354,83.79
877,天山股份,34.936,29.763,14.278,17.408,39.585,99.772,0.376,1.058,1.287,1.891,62.372,67.664,83.773
856,冀东装备,42.987,35.924,50.022,69.915,40.682,99.381,0.375,1.059,1.288,1.893,63.383,68.128,83.796
807,云铝股份,33.414,11.061,12.165,26.585,39.53,98.418,0.358,1.047,1.271,1.888,63.615,61.248,83.787
786,北新建材,33.889,9.668,17.298,29.812,39.527,99.761,0.352,1.037,1.264,1.88,63.64,59.957,82.472
586,汇源通信,40.377,18.228,71.421,35.699,39.458,98.819,0.371,1.054,1.283,1.881,63.853,68.665,83.795
532,华金资本,33.127,16.993,4.448,18.631,39.303,99.223,0.356,1.033,1.258,1.883,63.586,67.015,83.797
513,丽珠集团,33.193,18.229,18.925,8.415,39.49,96.665,0.347,1.037,1.261,1.884,63.584,64.705,83.78
688671,碧兴物联,36.461,9.053,33.754,24.837,39.027,97.448,0.371,1.05,1.279,1.879,65.745,79.268,83.818
688543,国科军工,35.44,12.996,14.982,46.992,41.482,94.277,0.353,1.04,1.266,1.883,63.327,62.885,83.801
688385,复旦微电,36.844,12.697,55.413,10.897,39.433,98.76,0.346,1.03,1.258,1.879,64.045,72.531,83.837
688336,三生国健,29.721,2.909,6.947,5.822,39.527,93.377,0.344,1.017,1.243,1.879,63.628,56.168,83.787
688300,联瑞新材,33.497,9.952,17.959,22.825,39.776,98.593,0.342,1.024,1.249,1.882,63.627,60.951,83.784
688295,中复神鹰,35.031,22.014,12.472,27.374,39.562,98.744,0.361,1.039,1.269,1.878,63.74,68.121,83.801
688285,高铁电气,43.72,22.085,62.302,80.895,39.481,98.846,0.367,1.054,1.282,1.884,63.866,68.773,83.803
688185,康希诺,33.118,19.26,12.054,2.92,39.509,97.882,0.847,1.682,2.1,1.886,63.767,71.706,83.807
688106,金宏气体,33.307,20.154,9.755,12.455,39.391,99.321,0.354,1.041,1.266,1.885,63.618,66.671,83.774
688027,国盾量子,34.019,6.188,17.584,28.556,39.512,94.78,0.513,1.179,1.391,1.871,63.868,68.987,83.803
605368,蓝天燃气,32.399,18.646,5.455,8.495,40.347,98.156,0.353,1.042,1.266,1.886,63.678,65.669,83.794
603899,晨光股份,40.907,20.284,38.281,78.943,39.769,97.723,0.365,1.051,1.278,1.886,63.575,63.933,83.794
603886,元祖股份,31.191,21.143,3.836,8.301,39.442,99.356,0.357,1.045,1.27,1.885,63.54,64.2,69.918
603165,荣晟环保,33.201,17.024,10.528,15.444,39.478,97.403,0.368,1.043,1.273,1.877,63.712,66.465,83.799
601969,海南矿业,31.767,17.297,7.346,2.857,39.39,97.948,0.35,1.04,1.264,1.886,63.444,64.602,83.782
601808,中海油服,36.367,22.036,22.488,36.614,39.626,99.517,0.364,1.05,1.276,1.888,63.117,64.661,83.769
601728,中国电信,35.055,20.764,4.64,40.356,40.068,99.285,0.365,1.051,1.278,1.885,63.081,64.18,83.702
601619,嘉泽新能,34.582,30.528,18.045,8.019,39.362,99.886,0.328,1.01,1.236,1.88,63.552,67.363,83.777
601598,中国外运,36.371,21.063,18.529,39.146,39.38,98.819,0.376,1.054,1.282,1.886,63.715,67.407,83.793
601077,渝农商行,33.429,41.622,0.0,0.0,39.68,100.0,0.312,1.002,1.225,1.881,63.244,68.405,83.782
601059,信达证券,32.838,34.674,0.591,0.201,39.387,99.149,0.303,0.997,1.216,1.883,63.587,68.268,83.797
601022,宁波远洋,34.978,13.651,12.397,39.637,39.434,98.261,0.357,1.044,1.269,1.886,63.588,64.442,83.766
600970,中材国际,37.92,28.018,27.064,41.753,39.608,99.137,0.364,1.051,1.278,1.885,63.663,67.44,83.774
600956,新天绿能,33.502,29.89,10.32,3.563,39.011,99.802,0.356,1.044,1.265,1.89,63.491,67.592,83.795
600858,银座股份,34.512,34.583,7.583,13.202,39.594,99.417,0.372,1.055,1.282,1.887,63.43,67.947,83.797
600810,神马股份,33.968,28.015,10.621,10.296,39.427,98.686,0.374,1.059,1.286,1.899,63.548,68.611,83.795
600235,民丰特纸,34.921,17.898,31.181,10.595,39.431,99.396,0.372,1.056,1.286,1.877,63.765,68.407,83.79
600196,复星医药,33.942,22.437,15.184,10.969,39.424,99.271,0.376,1.052,1.278,1.887,63.625,68.016,83.79
600036,招商银行,33.373,41.03,0.0,0.0,39.549,100.0,0.299,0.996,1.212,1.883,63.449,68.327,83.733
600011,华能国际,33.824,30.9,12.106,5.833,39.423,99.862,0.37,1.055,1.282,1.89,62.936,67.201,83.03
301039,中集车辆,38.596,15.518,41.909,45.092,44.661,97.832,0.363,1.046,1.271,1.886,63.747,66.033,83.794
300808,久量股份,35.203,9.682,30.789,25.581,39.742,98.829,0.378,1.047,1.276,1.881,63.579,65.862,83.795
300766,每日互动,32.141,7.556,7.515,16.181,39.528,94.163,0.39,1.078,1.309,1.89,63.916,68.367,83.802
300323,华灿光电,34.744,14.856,19.529,22.517,40.433,98.716,0.415,1.104,1.343,1.884,63.895,68.438,83.802
300048,合康新能,41.098,20.34,43.759,70.884,39.477,98.599,0.394,1.082,1.311,1.877,63.971,67.686,83.796
2774,快意电梯,36.384,18.437,27.399,33.961,39.541,99.411,0.365,1.047,1.276,1.881,63.639,65.985,83.667
895,双汇发展,35.78,18.834,26.253,27.259,39.479,99.448,0.36,1.048,1.274,1.886,63.757,65.971,83.796
878,云南铜业,36.0,25.376,31.401,19.985,39.532,99.116,0.373,1.059,1.287,1.893,63.163,65.043,83.775
688660,电气风电,38.969,35.054,24.527,46.165,39.057,99.665,0.404,1.079,1.311,1.88,63.333,71.348,83.81
688123,聚辰股份,35.119,1.614,19.558,69.027,39.42,83.326,0.361,1.039,1.272,1.87,63.696,56.449,83.798
688025,杰普特,37.435,9.924,45.748,40.514,39.634,97.892,0.36,1.047,1.276,1.88,63.494,63.662,83.787
603577,汇金通,37.769,31.574,48.028,15.303,39.534,99.651,0.375,1.059,1.289,1.883,62.551,68.194,83.786
603209,兴通股份,32.115,15.828,4.859,10.584,39.419,99.047,0.34,1.03,1.252,1.886,63.514,63.845,83.781
603062,麦加芯彩,37.353,9.613,35.67,43.596,39.502,97.933,0.352,1.039,1.265,1.882,63.917,69.664,83.804
603010,万盛股份,34.811,14.764,14.063,34.588,39.419,98.301,0.364,1.051,1.279,1.881,63.28,64.948,83.795
601975,招商南油,30.949,9.134,4.96,13.587,39.496,96.279,0.332,1.023,1.246,1.883,63.599,56.059,83.787
601882,海天精工,37.435,22.348,46.775,23.656,39.545,99.378,0.349,1.033,1.261,1.882,63.711,65.599,83.686
600888,新疆众和,33.821,18.565,15.19,13.791,39.86,98.673,0.367,1.025,1.253,1.879,63.805,67.646,83.799
600711,盛屯矿业,35.383,25.656,25.003,14.631,39.524,99.313,0.371,1.059,1.286,1.898,63.552,68.499,83.8
600655,豫园股份,36.967,30.758,41.236,12.503,39.522,99.671,0.378,1.055,1.284,1.882,63.465,68.065,83.786
600585,海螺水泥,31.696,8.285,6.726,14.955,39.35,95.718,0.363,1.049,1.276,1.886,63.539,63.422,83.776
600577,精达股份,36.203,23.508,47.275,5.842,38.843,99.051,0.372,1.057,1.286,1.886,63.695,67.835,83.789
600486,扬农化工,36.067,16.991,25.182,36.8,39.121,99.115,0.354,1.04,1.266,1.883,63.607,63.654,83.794
600383,金地集团,37.02,31.084,40.843,12.699,39.415,99.65,0.366,1.059,1.281,1.909,63.444,68.682,83.802
600269,赣粤高速,33.549,20.331,10.19,14.277,39.57,99.573,0.347,1.037,1.254,1.888,63.509,66.839,83.778
600219,南山铝业,33.879,9.153,15.668,30.535,39.485,94.599,0.359,1.042,1.268,1.885,63.662,65.093,83.794
600179,安通控股,33.643,11.579,4.25,32.897,39.643,98.388,0.369,1.049,1.275,1.886,63.545,65.048,83.791
600096,云天化,34.656,26.164,18.237,16.107,39.55,99.363,0.362,1.051,1.275,1.889,63.51,64.799,83.568
301256,华融化学,31.983,13.054,5.295,7.512,39.406,98.239,0.365,1.041,1.268,1.882,63.824,68.11,83.801
300403,汉宇集团,34.862,7.267,25.246,35.589,39.769,99.02,0.343,1.027,1.253,1.881,63.663,59.522,83.765
300401,花园生物,34.336,20.069,18.83,14.784,40.292,98.079,0.356,1.034,1.262,1.88,63.729,67.919,83.802
300227,光韵达,37.31,17.666,42.673,28.707,39.58,99.404,0.369,1.052,1.282,1.877,63.597,67.717,83.79
300204,舒泰神,34.397,10.034,6.746,26.498,39.392,99.173,0.525,1.224,1.44,1.874,63.774,78.269,83.811
300037,新宙邦,33.946,20.229,19.454,14.931,39.434,98.543,0.354,1.04,1.266,1.882,63.28,63.214,83.723
300018,中元股份,35.546,5.033,24.988,43.265,39.512,97.036,0.361,1.04,1.265,1.885,63.706,64.665,83.789
3009,中天火箭,37.271,21.072,29.011,39.845,39.436,97.462,0.366,1.048,1.277,1.879,63.772,68.288,83.799
3000,劲仔食品,34.323,12.083,23.468,24.245,39.649,95.526,0.36,1.045,1.271,1.884,63.744,64.807,83.799
2997,瑞鹄模具,38.02,28.667,46.649,22.01,39.605,99.235,0.364,1.044,1.272,1.882,63.701,68.014,83.798
2813,路畅科技,35.152,12.577,21.455,27.317,39.37,98.745,0.384,1.075,1.301,1.862,63.775,70.157,83.809
2756,永兴材料,32.014,5.855,9.145,44.735,39.444,87.191,0.327,1.019,1.238,1.884,63.672,45.924,83.738
2648,卫星化学,33.967,27.275,8.563,14.672,39.554,99.505,0.359,1.043,1.271,1.881,63.583,66.147,83.755
2594,比亚迪,38.229,35.321,24.975,41.61,41.555,99.376,0.368,1.053,1.281,1.884,62.89,64.644,83.784
2451,摩恩电气,35.801,21.546,43.337,8.073,39.458,99.465,0.375,1.058,1.288,1.883,62.571,66.827,83.726
